CAV,r,m,v,,
3.403171512,0.91296119,0.085714286,0.024039586,2825,64
2.131682923,0.937212645,0.085714286,0.283230671,2826,64
4.581862005,0.916340233,0.085714286,-0.082149165,2827,64
2.823835067,0.839658638,0.085714286,0.233249123,2828,64
0.93141158,0.852686048,0.085714286,0.464357724,2829,64
2.646021206,0.888878854,0.085714286,0.024757839,2830,64
3.851698059,0.909780306,0.085714286,0.0379493,2831,64
1.936475414,0.95953779,0.085714286,-0.396144089,2832,64
1.904375356,0.945577066,0.085714286,-0.37610716,2833,64
1.720860121,0.879088474,0.085714286,0.030260449,2834,64
1.666000287,0.909187323,0.085714286,-0.015512702,2835,64
2.578120448,0.929947544,0.085714286,0.104353985,2836,64
1.864585373,0.974548452,0.085714286,-0.152173471,2837,64
2.173722248,0.943439025,0.085714286,-0.055581466,2838,64
5.988104254,0.544676238,0.085714286,-0.071903459,2839,64
2.667967531,0.661304209,0.085714286,0.582089937,2840,64
1.313431554,0.952307892,0.085714286,0.590860127,2841,64
1.061529424,0.995193454,0.085714286,0.460068738,2842,64
1.454314869,0.980360539,0.085714286,0.336701259,2843,64
2.559591996,0.951157436,0.085714286,0.371660406,2844,64
1.717602288,0.931083646,0.085714286,0.110682522,2845,64
2.076838401,0.954422746,0.085714286,0.102718597,2846,64
5.141871962,0.688098841,0.085714286,-0.018179249,2847,64
6.302859495,0.589662787,0.085714286,0.396588657,2848,64
9.903151719,0.630168713,0.085714286,0.101868898,2849,64
7.489046252,0.701222982,0.085714286,0.226905614,2850,64
6.733254757,0.773241618,0.085714286,0.080377185,2851,64
5.302197392,0.728962919,0.085714286,0.377702251,2852,64
7.001966717,0.703172614,0.085714286,0.175132282,2853,64
3.277984562,0.839630129,0.085714286,0.5189383,2854,64
1.856203954,0.907727828,0.085714286,0.097476041,2855,64
3.319577283,0.861770995,0.085714286,-0.092718812,2856,64
3.325957398,0.849856947,0.085714286,0.010079292,2857,64
4.460192905,0.802112395,0.085714286,0.032832874,2858,64
10.86710351,0.774255934,0.085714286,0.100955605,2859,64
4.413457482,0.842420263,0.085714286,0.092996765,2860,64
3.262926138,0.889961626,0.085714286,-0.046869256,2861,64
4.027253594,0.895694411,0.085714286,0.117478829,2862,64
5.166604257,0.849121517,0.085714286,0.063160088,2863,64
3.773286148,0.803229371,0.085714286,0.141198437,2864,64
1.066936038,0.963359213,0.085714286,0.157032663,2865,64
3.102643191,0.923577284,0.085714286,-0.625489904,2866,64
1.002183956,0.99114072,0.085714286,0.022450377,2867,64
1.633142683,0.972619198,0.085714286,0.670870244,2868,64
3.115576308,0.928647575,0.085714286,-0.262451064,2869,64
1.508430825,0.976863109,0.085714286,0.212276275,2870,64
1.957044538,0.953419206,0.085714286,-0.304722048,2871,64
1.909653036,0.957281209,0.085714286,-0.428875972,2872,64
1.02324869,0.992330133,0.085714286,0.156196007,2873,64
2.589669302,0.762703891,0.085714286,0.473065614,2874,64
1.975001345,0.853890163,0.085714286,0.265224271,2875,64
0.921765684,0.915358151,0.085714286,0.396138751,2876,64
3.163559013,0.80455591,0.085714286,0.050777534,2877,64
3.34015776,0.753680673,0.085714286,0.461935473,2878,64
1.598395683,0.828650366,0.085714286,0.639063742,2879,64
2.688309726,0.855498791,0.085714286,0.178617334,2880,64
8.57500453,0.85669776,0.085714286,0.059119196,2881,64
1.251730623,0.91759889,0.085714286,0.519130031,2882,64
1.396923785,0.901389184,0.085714286,0.322513471,2883,64
3.196500252,0.876803503,0.085714286,0.307286736,2884,64
3.347606223,0.812809177,0.085714286,0.28315261,2885,64
10.5645514,0.762861516,0.085714286,0.379741687,2886,64
2.086100574,0.856029327,0.085714286,0.216410318,2887,64
1.629236828,0.769588087,0.085714286,0.495600035,2888,64
1.603879046,0.976320905,0.085714286,0.145727317,2889,64
1.902157354,0.806004465,-0.257142857,-0.315072859,2890,65
1.264565215,0.812086801,-0.257142857,-0.435344298,2891,65
0.429049665,0.786647445,-0.257142857,0.247495256,2892,65
0.877415664,0.756266053,-0.257142857,-0.342470476,2893,65
0.453933432,0.703262515,-0.257142857,0.454567478,2894,65
1.707809233,0.650067168,-0.257142857,-0.553437866,2895,65
0.875383403,0.669763895,-0.257142857,0.339330534,2896,65
0.681118838,0.992833733,-0.257142857,0.252904627,2897,65
0.624356281,0.882181013,-0.257142857,0.1505641,2898,65
1.549130704,0.837656366,-0.257142857,0.161113121,2899,65
1.015026547,0.911494605,-0.257142857,-0.304722048,2900,65
0.625570051,0.864167501,-0.257142857,0.156196007,2901,65
0.625651973,0.858454955,-0.257142857,0.252140096,2902,65
1.414353608,0.581220482,-0.257142857,0.34545599,2903,65
1.670458401,0.524552719,-0.257142857,0.179895561,2904,65
4.194172282,0.458359704,-0.257142857,-0.105241991,2905,65
2.3335404,0.280327867,-0.257142857,0.471685753,2906,65
3.298519139,0.247671335,-0.257142857,-0.065529269,2907,65
1.072901792,0.334267151,-0.257142857,0.582004954,2908,65
1.599316114,0.452858581,-0.257142857,0.434924784,2909,65
1.908091022,0.485034428,-0.257142857,0.278059149,2910,65
0.791909841,0.555570967,-0.257142857,0.41290199,2911,65
1.182600915,0.616386953,-0.257142857,0.189832553,2912,65
4.04154604,0.511867945,-0.257142857,0.207138658,2913,65
1.333942653,0.451435853,-0.257142857,0.293844078,2914,65
4.465389392,0.380535652,-0.257142857,-0.378872745,2915,65
1.628208961,0.340137842,-0.257142857,0.304136945,2916,65
0.985268506,0.54776297,-0.257142857,0.526618487,2917,65
2.343367467,0.393773154,-0.257142857,0.177291688,2918,65
3.927558964,0.315587073,-0.257142857,0.164157307,2919,65
0.964263109,0.518863227,-0.257142857,0.672055476,2920,65
0.868190456,0.841915215,-0.257142857,0.051455923,2921,65
0.733310242,0.813659645,-0.257142857,0.204091338,2922,65
0.739265459,0.846638577,-0.257142857,0.172814635,2923,65
0.801143332,0.62703328,-0.257142857,0.393224514,2924,65
0.843576642,0.646293898,-0.257142857,0.155513189,2925,65
2.078454321,0.612893634,-0.257142857,0.076895605,2926,65
0.601491526,0.758210113,-0.257142857,0.540434533,2927,65
0.437325013,0.80237111,-0.257142857,0.966678518,2928,65
0.840106014,0.74441076,-0.257142857,0.167269692,2929,65
0.721498144,0.669865806,-0.257142857,0.429095339,2930,65
0.783609051,0.760347695,-0.257142857,0.31984501,2931,65
1.907861719,0.738152873,-0.257142857,-0.149340775,2932,65
0.683074108,0.65763912,-0.257142857,0.378524607,2933,65
1.188516004,0.556023459,-0.257142857,0.35109535,2934,65
2.067179458,0.671633173,-0.257142857,0.068506999,2935,65
1.475189063,0.913501565,-0.2,0.024039586,2936,66
0.893894585,0.939252491,-0.2,0.283230671,2937,66
2.09383508,0.919776514,-0.2,-0.082149165,2938,66
1.246973773,0.848010582,-0.2,0.233249123,2939,66
1.042174091,0.895146242,-0.2,0.024757839,2940,66
1.653292165,0.915302211,-0.2,0.0379493,2941,66
0.763291336,0.888660059,-0.2,0.030260449,2942,66
1.100785527,0.936807886,-0.2,0.104353985,2943,66
0.911717289,0.947725632,-0.2,-0.055581466,2944,66
3.128941951,0.518828713,-0.2,-0.071903459,2945,66
1.28020703,0.641116629,-0.2,0.582089937,2946,66
1.079284298,0.944040396,-0.2,0.371660406,2947,66
0.9342939,0.948663061,-0.2,0.102718597,2948,66
2.668382491,0.672728837,-0.2,-0.018179249,2949,66
2.788203417,0.579884538,-0.2,0.396588657,2950,66
4.740109279,0.626674433,-0.2,0.101868898,2951,66
2.709468586,0.695908877,-0.2,0.226905614,2952,66
3.246222601,0.771134909,-0.2,0.080377185,2953,66
2.365711556,0.730477234,-0.2,0.377702251,2954,66
2.883263783,0.70810492,-0.2,0.175132282,2955,66
1.343991814,0.836695201,-0.2,0.5189383,2956,66
0.848020117,0.904626965,-0.2,0.097476041,2957,66
1.60840829,0.860615778,-0.2,-0.092718812,2958,66
1.47821245,0.850774216,-0.2,0.010079292,2959,66
2.090482493,0.804623566,-0.2,0.032832874,2960,66
4.504642057,0.780619128,-0.2,0.100955605,2961,66
1.910821767,0.845233946,-0.2,0.092996765,2962,66
1.599059984,0.889728546,-0.2,-0.046869256,2963,66
1.700066778,0.898316917,-0.2,0.117478829,2964,66
2.188193482,0.854709192,-0.2,0.063160088,2965,66
1.616898642,0.813645761,-0.2,0.141198437,2966,66
1.549510715,0.921690483,-0.2,-0.625489904,2967,66
0.681669837,0.969235583,-0.2,0.670870244,2968,66
1.52541515,0.928083295,-0.2,-0.262451064,2969,66
1.045357784,0.952671132,-0.2,-0.304722048,2970,66
1.279956286,0.74403524,-0.2,0.473065614,2971,66
0.46211531,0.816680622,-0.2,0.488151334,2972,66
1.037550089,0.840676881,-0.2,0.265224271,2973,66
1.621831006,0.790462437,-0.2,0.050777534,2974,66
1.906409342,0.739720759,-0.2,0.461935473,2975,66
0.707036954,0.819977742,-0.2,0.639063742,2976,66
1.346393087,0.846849974,-0.2,0.178617334,2977,66
4.286194851,0.845047514,-0.2,0.059119196,2978,66
0.546101768,0.907815395,-0.2,0.519130031,2979,66
0.622069823,0.895207531,-0.2,0.322513471,2980,66
1.518350595,0.872951435,-0.2,0.307286736,2981,66
1.392067593,0.807576514,-0.2,0.28315261,2982,66
4.980612427,0.755785977,-0.2,0.379741687,2983,66
1.022028328,0.843970704,-0.2,0.216410318,2984,66
0.672823311,0.762878382,-0.2,0.495600035,2985,66
1.390845715,0.882674054,-0.028571429,0.024039586,2986,67
1.57867051,0.857561169,-0.028571429,-0.082149165,2987,67
1.34397966,0.740692424,-0.028571429,0.233249123,2988,67
0.8773889,0.688419103,-0.028571429,0.464357724,2989,67
1.189214291,0.803936014,-0.028571429,0.024757839,2990,67
1.221249254,0.829761946,-0.028571429,0.0379493,2991,67
1.276830175,0.756058774,-0.028571429,0.030260449,2992,67
1.494400414,0.831720237,-0.028571429,0.104353985,2993,67
1.08320503,0.732356101,-0.028571429,-0.071903459,2994,67
1.297110364,0.797800128,-0.028571429,-0.018179249,2995,67
1.348961975,0.700219886,-0.028571429,0.396588657,2996,67
2.034571988,0.693843302,-0.028571429,0.101868898,2997,67
1.107841188,0.753693393,-0.028571429,0.226905614,2998,67
2.226655087,0.787657246,-0.028571429,0.080377185,2999,67
1.777667998,0.726566861,-0.028571429,0.377702251,3000,67
2.078637658,0.681445554,-0.028571429,0.175132282,3001,67
0.955757486,0.848696288,-0.028571429,0.5189383,3002,67
1.824406806,0.853274147,-0.028571429,-0.092718812,3003,67
1.451661477,0.825359586,-0.028571429,0.010079292,3004,67
2.391421977,0.772594515,-0.028571429,0.032832874,3005,67
3.802567379,0.715154067,-0.028571429,0.100955605,3006,67
1.675588833,0.801817733,-0.028571429,0.092996765,3007,67
1.146069653,0.869610794,-0.028571429,-0.046869256,3008,67
1.428941068,0.848014024,-0.028571429,0.117478829,3009,67
1.510258875,0.77925247,-0.028571429,0.063160088,3010,67
1.962561555,0.68914416,-0.028571429,0.141198437,3011,67
1.496508958,0.906480824,-0.028571429,-0.262451064,3012,67
0.931982542,0.845679103,-0.028571429,0.461935473,3013,67
2.230082594,0.923911839,-0.028571429,0.059119196,3014,67
1.586245279,0.887986882,-0.028571429,0.307286736,3015,67
1.028663683,0.842844585,-0.028571429,0.28315261,3016,67
3.901160095,0.813347193,-0.028571429,0.379741687,3017,67
0.840152761,0.428123002,-0.771428571,-0.071903459,3018,68
0.312906709,0.610923103,-0.771428571,0.582089937,3019,68
0.497996952,0.650820398,-0.771428571,-0.018179249,3020,68
0.739057292,0.526141535,-0.771428571,0.396588657,3021,68
1.430756324,0.591651829,-0.771428571,0.101868898,3022,68
0.643967472,0.679035593,-0.771428571,0.226905614,3023,68
0.683823764,0.766577583,-0.771428571,0.080377185,3024,68
0.619033665,0.694086167,-0.771428571,0.175132282,3025,68
0.90724855,0.777639708,-0.771428571,0.100955605,3026,68
0.765949601,0.84813937,-0.771428571,0.059119196,3027,68
0.941231199,0.749140876,-0.771428571,0.379741687,3028,68
0.628420458,0.758425246,-0.714285714,0.024039586,3029,69
0.589589145,0.783155888,-0.714285714,-0.082149165,3030,69
0.545656756,0.789535112,-0.714285714,0.0379493,3031,69
1.145421991,0.283055723,-0.714285714,-0.071903459,3032,69
0.615285841,0.202896906,-0.714285714,0.582089937,3033,69
0.431930367,0.801142142,-0.714285714,0.371660406,3034,69
1.517446689,0.19336955,-0.714285714,-0.018179249,3035,69
1.458736389,0.399115822,-0.714285714,0.377702251,3036,69
2.080268818,0.3990979,-0.714285714,0.175132282,3037,69
0.668270876,0.6082264,-0.714285714,0.5189383,3038,69
0.704195055,0.659661282,-0.714285714,-0.092718812,3039,69
0.681576784,0.650488785,-0.714285714,0.010079292,3040,69
0.863530527,0.571593321,-0.714285714,0.032832874,3041,69
2.041977207,0.560653088,-0.714285714,0.100955605,3042,69
0.876890083,0.651677551,-0.714285714,0.092996765,3043,69
0.825679322,0.715224201,-0.714285714,-0.046869256,3044,69
0.73265563,0.743356673,-0.714285714,0.117478829,3045,69
0.890108343,0.689051683,-0.714285714,0.063160088,3046,69
0.568907559,0.663136704,-0.714285714,0.141198437,3047,69
0.438745171,0.495768353,-0.714285714,0.473065614,3048,69
0.499914215,0.650355383,-0.714285714,0.265224271,3049,69
0.735805146,0.549391224,-0.714285714,0.050777534,3050,69
0.725332019,0.413145886,-0.714285714,0.461935473,3051,69
0.549831619,0.633255145,-0.714285714,0.178617334,3052,69
1.642308656,0.646495499,-0.714285714,0.059119196,3053,69
0.665821406,0.676572111,-0.714285714,0.307286736,3054,69
0.775101647,0.543056219,-0.714285714,0.28315261,3055,69
0.504096152,0.647385793,-0.714285714,0.216410318,3056,69
0.379256589,0.432155874,-0.714285714,0.495600035,3057,69
0.504097116,0.576984181,-0.657142857,0.283230671,3058,70
1.38644069,0.538671096,-0.657142857,-0.082149165,3059,70
0.583770875,0.584381179,-0.657142857,0.233249123,3060,70
0.889925057,0.494126253,-0.657142857,0.024757839,3061,70
1.545505711,0.457364578,-0.657142857,0.0379493,3062,70
1.218037231,0.514493558,-0.657142857,-0.396144089,3063,70
1.257958744,0.402775106,-0.657142857,-0.37610716,3064,70
0.814867209,0.47963134,-0.657142857,0.030260449,3065,70
1.08640169,0.382661559,-0.657142857,-0.015512702,3066,70
2.352971386,0.319086351,-0.657142857,0.104353985,3067,70
1.94847575,0.19844475,-0.657142857,0.138969263,3068,70
3.08936482,0.352004115,-0.657142857,-0.152173471,3069,70
2.381432834,0.420070577,-0.657142857,-0.201876111,3070,70
2.237541803,0.19161816,-0.657142857,-0.219813961,3071,70
2.498550685,0.307712794,-0.657142857,0.056352968,3072,70
1.091895222,0.293809599,-0.657142857,0.327816172,3073,70
1.290276355,0.521286365,-0.657142857,-0.315072859,3074,70
1.176932812,0.389216799,-0.657142857,-0.226736799,3075,70
1.102978351,0.45876457,-0.657142857,0.174920113,3076,70
1.166997442,0.42960525,-0.657142857,-0.055581466,3077,70
0.619952367,0.71257662,-0.657142857,0.100955605,3078,70
0.569684501,0.671409661,-0.657142857,0.092996765,3079,70
0.639280442,0.605357156,-0.657142857,0.117478829,3080,70
0.714855061,0.605270552,-0.657142857,0.063160088,3081,70
0.489018233,0.644475295,-0.657142857,0.141198437,3082,70
0.445788252,0.750081074,-0.771428571,0.024039586,3083,71
0.596737315,0.676429655,-0.771428571,-0.082149165,3084,71
0.556482124,0.466015977,-0.771428571,0.233249123,3085,71
0.847306741,0.132652095,-0.771428571,0.464357724,3086,71
0.460278158,0.561806312,-0.771428571,0.024757839,3087,71
0.618330188,0.603547368,-0.771428571,0.0379493,3088,71
0.716592168,0.398755437,-0.771428571,0.030260449,3089,71
0.596339802,0.473381394,-0.771428571,-0.015512702,3090,71
0.656575663,0.572302475,-0.771428571,0.104353985,3091,71
0.638972131,0.725091849,-0.771428571,0.101868898,3092,71
0.494818674,0.724230768,-0.771428571,0.080377185,3093,71
0.448596603,0.665908731,-0.771428571,0.377702251,3094,71
0.792305503,0.625913484,-0.771428571,0.175132282,3095,71
0.297754716,0.769238191,-0.771428571,0.5189383,3096,71
0.445900463,0.700365815,-0.771428571,0.010079292,3097,71
0.580565461,0.649548799,-0.771428571,0.032832874,3098,71
1.352976622,0.564673944,-0.771428571,0.100955605,3099,71
0.488146043,0.652255726,-0.771428571,0.092996765,3100,71
0.427945128,0.684626523,-0.771428571,0.117478829,3101,71
0.866480906,0.573286995,-0.771428571,0.063160088,3102,71
0.658187189,0.403485338,-0.771428571,0.141198437,3103,71
0.890190611,0.784635533,-0.771428571,0.379741687,3104,71
1.203802787,0.770526155,-0.771428571,0.024039586,3105,72
0.544062174,0.818117594,-0.771428571,0.283230671,3106,72
1.349914904,0.796059692,-0.771428571,-0.082149165,3107,72
0.695304663,0.718616239,-0.771428571,0.233249123,3108,72
0.584761018,0.776971485,-0.771428571,0.024757839,3109,72
1.01460908,0.802933903,-0.771428571,0.0379493,3110,72
0.458315781,0.793989549,-0.771428571,0.030260449,3111,72
0.806091842,0.845468847,-0.771428571,0.104353985,3112,72
0.588388083,0.843951276,-0.771428571,-0.055581466,3113,72
0.652947001,0.232729436,-0.771428571,-0.071903459,3114,72
0.506753778,0.140102093,-0.771428571,0.582089937,3115,72
0.475249347,0.805110101,-0.771428571,0.371660406,3116,72
0.426435993,0.811309722,-0.771428571,0.102718597,3117,72
0.398419504,0.888225825,-0.771428571,0.077653643,3118,72
1.367518393,0.166488961,-0.771428571,-0.018179249,3119,72
1.851772362,-0.0143467,-0.771428571,0.396588657,3120,72
3.419190241,0.123423027,-0.771428571,0.101868898,3121,72
2.039213453,0.258440389,-0.771428571,0.226905614,3122,72
1.768105275,0.489457824,-0.771428571,0.080377185,3123,72
1.42089353,0.432982489,-0.771428571,0.377702251,3124,72
1.746160747,0.43431793,-0.771428571,0.175132282,3125,72
0.795881766,0.622481084,-0.771428571,0.5189383,3126,72
0.469356607,0.743283823,-0.771428571,0.097476041,3127,72
1.485299134,0.673835105,-0.771428571,-0.092718812,3128,72
1.320523361,0.666915738,-0.771428571,0.010079292,3129,72
1.227993653,0.593323637,-0.771428571,0.032832874,3130,72
2.923462115,0.584801012,-0.771428571,0.100955605,3131,72
1.622293224,0.669374231,-0.771428571,0.092996765,3132,72
1.673057639,0.728166306,-0.771428571,-0.046869256,3133,72
1.249061781,0.757210636,-0.771428571,0.117478829,3134,72
1.249968004,0.706296257,-0.771428571,0.063160088,3135,72
0.747540191,0.682088192,-0.771428571,0.141198437,3136,72
0.236398083,0.857726678,-0.771428571,0.193360674,3137,72
1.092737312,0.77431335,-0.771428571,-0.625489904,3138,72
1.37268405,0.78896579,-0.771428571,-0.262451064,3139,72
0.808260714,0.826251079,-0.771428571,-0.304722048,3140,72
0.503016317,0.838477764,-0.771428571,-0.428875972,3141,72
0.505709977,0.647188653,-0.771428571,0.265224271,3142,72
0.535485861,0.544276668,-0.771428571,0.050777534,3143,72
0.783546112,0.406807221,-0.771428571,0.461935473,3144,72
0.68795546,0.637998223,-0.771428571,0.178617334,3145,72
1.678065031,0.645970354,-0.771428571,0.059119196,3146,72
0.849834792,0.687150349,-0.771428571,0.307286736,3147,72
0.720328808,0.556612124,-0.771428571,0.28315261,3148,72
2.760639168,0.428430179,-0.771428571,0.379741687,3149,72
0.470760348,0.646164539,-0.771428571,0.216410318,3150,72
0.350956959,0.447961315,-0.771428571,0.495600035,3151,72
0.560831012,0.80546862,-0.828571429,0.024039586,3152,73
0.608050555,0.801811474,-0.828571429,-0.082149165,3153,73
0.68491998,0.474748834,-0.828571429,-0.071903459,3154,73
0.268989827,0.574613017,-0.828571429,0.582089937,3155,73
0.532757214,0.575551202,-0.828571429,-0.018179249,3156,73
1.068902985,0.371442204,-0.828571429,0.396588657,3157,73
2.072759726,0.366957589,-0.828571429,0.101868898,3158,73
0.863634802,0.512257813,-0.828571429,0.226905614,3159,73
1.493399675,0.610720625,-0.828571429,0.080377185,3160,73
1.249379788,0.51069167,-0.828571429,0.377702251,3161,73
1.404541817,0.439197317,-0.828571429,0.175132282,3162,73
0.457116794,0.717724507,-0.828571429,0.5189383,3163,73
0.788813622,0.740725278,-0.828571429,-0.092718812,3164,73
0.643655233,0.714098739,-0.828571429,0.010079292,3165,73
1.334669508,0.63290387,-0.828571429,0.032832874,3166,73
1.865895653,0.570634804,-0.828571429,0.100955605,3167,73
0.822098763,0.695523801,-0.828571429,0.092996765,3168,73
0.529433711,0.774740819,-0.828571429,0.117478829,3169,73
0.647925993,0.698064427,-0.828571429,0.063160088,3170,73
0.67676872,0.617384814,-0.828571429,0.141198437,3171,73
0.37599862,0.740006144,-0.828571429,0.050777534,3172,73
0.484021918,0.665010674,-0.828571429,0.461935473,3173,73
0.389798798,0.773889046,-0.828571429,0.178617334,3174,73
0.948376868,0.7950977,-0.828571429,0.059119196,3175,73
0.807406899,0.775290855,-0.828571429,0.307286736,3176,73
0.520388472,0.691724231,-0.828571429,0.28315261,3177,73
1.520443581,0.62791321,-0.828571429,0.379741687,3178,73
2.251963816,0.748019979,-0.485714286,0.024039586,3179,74
1.263146761,0.781694018,-0.485714286,0.283230671,3180,74
1.748979352,0.75388799,-0.485714286,-0.082149165,3181,74
1.163901572,0.666582299,-0.485714286,0.233249123,3182,74
0.942937577,0.724377036,-0.485714286,0.024757839,3183,74
1.46119941,0.751298406,-0.485714286,0.0379493,3184,74
0.688894,0.814249323,-0.485714286,-0.396144089,3185,74
0.542415648,0.799602907,-0.485714286,-0.37610716,3186,74
0.804879436,0.733159184,-0.485714286,0.030260449,3187,74
0.587100073,0.770586594,-0.485714286,-0.015512702,3188,74
0.953641907,0.788530959,-0.485714286,0.104353985,3189,74
0.663766076,0.795423178,-0.485714286,-0.055581466,3190,74
1.30171699,0.644095191,-0.485714286,-0.071903459,3191,74
0.844327261,0.632926341,-0.485714286,0.582089937,3192,74
0.537510847,0.871111203,-0.485714286,0.590860127,3193,74
0.578362405,0.922497831,-0.485714286,0.460068738,3194,74
0.747874059,0.894792603,-0.485714286,0.336701259,3195,74
0.611288169,0.954124951,-0.485714286,0.260980058,3196,74
1.307089647,0.835536103,-0.485714286,0.371660406,3197,74
1.162293929,0.79156657,-0.485714286,0.110682522,3198,74
1.231769612,0.830237266,-0.485714286,0.102718597,3199,74
0.430289506,0.930906495,-0.485714286,0.362074807,3200,74
1.599687707,0.611970104,-0.485714286,-0.018179249,3201,74
1.630980135,0.568906046,-0.485714286,0.396588657,3202,74
4.01758656,0.536366299,-0.485714286,0.101868898,3203,74
2.759866529,0.548920201,-0.485714286,0.226905614,3204,74
3.585092498,0.582556653,-0.485714286,0.080377185,3205,74
2.19641336,0.536574364,-0.485714286,0.377702251,3206,74
3.79985851,0.525258168,-0.485714286,0.175132282,3207,74
1.436846695,0.661953978,-0.485714286,0.5189383,3208,74
0.957422599,0.752378236,-0.485714286,0.097476041,3209,74
1.824695892,0.682507382,-0.485714286,-0.092718812,3210,74
1.695423116,0.661331405,-0.485714286,0.010079292,3211,74
2.369369702,0.600397536,-0.485714286,0.032832874,3212,74
4.255040402,0.576645519,-0.485714286,0.100955605,3213,74
2.223812652,0.650331052,-0.485714286,0.092996765,3214,74
1.791559736,0.717674473,-0.485714286,-0.046869256,3215,74
2.062107839,0.723318899,-0.485714286,0.117478829,3216,74
2.15518505,0.664986315,-0.485714286,0.063160088,3217,74
1.758522477,0.63400675,-0.485714286,0.141198437,3218,74
1.345283501,0.768697874,-0.485714286,-0.625489904,3219,74
0.887367387,0.896049111,-0.485714286,0.065617987,3220,74
0.444159514,0.868476553,-0.485714286,0.022450377,3221,74
0.453848614,0.911855653,-0.485714286,0.811120937,3222,74
0.758555724,0.841256415,-0.485714286,0.670870244,3223,74
1.451657028,0.771754917,-0.485714286,-0.262451064,3224,74
0.713841673,0.840913008,-0.485714286,0.212276275,3225,74
0.804922431,0.809964038,-0.485714286,-0.428875972,3226,74
0.725416519,0.710077877,-0.485714286,0.473065614,3227,74
1.406736385,0.764762012,-0.485714286,0.265224271,3228,74
1.047085675,0.712280949,-0.485714286,0.050777534,3229,74
1.321887104,0.654356913,-0.485714286,0.461935473,3230,74
0.66932239,0.689758102,-0.485714286,0.639063742,3231,74
1.303684605,0.723059569,-0.485714286,0.178617334,3232,74
3.324370151,0.75256022,-0.485714286,0.059119196,3233,74
0.67451461,0.813859753,-0.485714286,0.519130031,3234,74
0.713468524,0.762803813,-0.485714286,0.322513471,3235,74
1.680235908,0.715106879,-0.485714286,0.307286736,3236,74
1.99434066,0.643647068,-0.485714286,0.28315261,3237,74
5.27959189,0.604045557,-0.485714286,0.379741687,3238,74
1.024071952,0.755760465,-0.485714286,0.216410318,3239,74
0.828953978,0.60775215,-0.485714286,0.495600035,3240,74
0.76697576,0.764934494,-0.6,0.024039586,3241,75
0.678609945,0.788231257,-0.6,-0.082149165,3242,75
0.50957508,0.704831058,-0.6,0.233249123,3243,75
0.614247646,0.793652814,-0.6,0.0379493,3244,75
0.984043304,0.250398445,-0.6,-0.071903459,3245,75
0.737196958,0.205713526,-0.6,0.582089937,3246,75
0.369659929,0.858300025,-0.6,0.336701259,3247,75
0.547171241,0.808177578,-0.6,0.371660406,3248,75
0.423118148,0.81288239,-0.6,0.102718597,3249,75
0.421317092,0.890600892,-0.6,0.077653643,3250,75
1.507609964,0.210804766,-0.6,-0.018179249,3251,75
2.599758061,-0.092966583,-0.6,0.396588657,3252,75
3.937798089,0.043490719,-0.6,0.101868898,3253,75
2.096602611,0.239562644,-0.6,0.226905614,3254,75
1.581129738,0.47907641,-0.6,0.080377185,3255,75
1.262517542,0.408684987,-0.6,0.377702251,3256,75
1.791433248,0.402693948,-0.6,0.175132282,3257,75
0.685195848,0.618665456,-0.6,0.5189383,3258,75
0.844693175,0.668440498,-0.6,-0.092718812,3259,75
0.802372852,0.658552549,-0.6,0.010079292,3260,75
0.98491271,0.579804288,-0.6,0.032832874,3261,75
2.091417368,0.565807185,-0.6,0.100955605,3262,75
1.082522856,0.658749938,-0.6,0.092996765,3263,75
0.974938092,0.72269111,-0.6,-0.046869256,3264,75
0.845441838,0.749289747,-0.6,0.117478829,3265,75
0.868435641,0.694172888,-0.6,0.063160088,3266,75
0.676252064,0.665422444,-0.6,0.141198437,3267,75
0.943117151,0.771389321,-0.6,-0.625489904,3268,75
0.880026257,0.784781207,-0.6,-0.262451064,3269,75
0.563535649,0.504704471,-0.6,0.473065614,3270,75
0.648978724,0.659243616,-0.6,0.265224271,3271,75
0.865924177,0.560368834,-0.6,0.050777534,3272,75
0.884136365,0.428036634,-0.6,0.461935473,3273,75
0.759250922,0.643720781,-0.6,0.178617334,3274,75
2.310158945,0.656019029,-0.6,0.059119196,3275,75
0.330312376,0.758954317,-0.6,0.519130031,3276,75
0.778386421,0.685776474,-0.6,0.307286736,3277,75
0.757478449,0.555720418,-0.6,0.28315261,3278,75
2.527115664,0.42948798,-0.6,0.379741687,3279,75
0.594490269,0.656759485,-0.6,0.216410318,3280,75
0.431498482,0.448384992,-0.6,0.495600035,3281,75
2.738725404,0.708234513,-0.257142857,0.024039586,3282,76
1.785403762,0.686828379,-0.257142857,0.283230671,3283,76
3.378056909,0.625467464,-0.257142857,-0.082149165,3284,76
2.991069605,0.398048531,-0.257142857,0.233249123,3285,76
4.62341711,-0.020684606,-0.257142857,0.464357724,3286,76
3.206962802,0.497525022,-0.257142857,0.024757839,3287,76
3.615236245,0.542717059,-0.257142857,0.0379493,3288,76
2.167511392,0.689361954,-0.257142857,-0.396144089,3289,76
2.146820379,0.61241011,-0.257142857,-0.37610716,3290,76
4.137549738,0.302141021,-0.257142857,0.030260449,3291,76
3.577780161,0.387599471,-0.257142857,-0.015512702,3292,76
4.270359212,0.50340893,-0.257142857,0.104353985,3293,76
1.623983447,0.565437813,-0.257142857,0.138969263,3294,76
3.634607344,0.65375008,-0.257142857,-0.152173471,3295,76
