CAV,Rrup,Mw,Vs30,zh,
1.717602288,166.6252048,6.4,278.27405,2845,64
2.076838401,177.2526273,6.4,274.86993,2846,64
5.141871962,87.53526171,6.4,228.0233,2847,64
6.302859495,67.44206794,6.4,432.8886,2848,64
9.903151719,75.0816059,6.4,274.5092,2849,64
7.489046252,90.632207,6.4,333.0297,2850,64
6.733254757,109.6834434,6.4,265.5409,2851,64
5.302197392,97.54337289,6.4,420.4355,2852,64
7.001966717,91.10152274,6.4,307.42,2853,64
3.277984562,130.7741947,6.4,522.9963,2854,64
1.856203954,156.6280273,6.4,272.6518,2855,64
3.319577283,138.6741306,6.4,203.2111,2856,64
3.325957398,134.3656203,6.4,238.2027,2857,64
4.460192905,118.4015366,6.4,246.7284,2858,64
10.86710351,109.9785683,6.4,274.122,2859,64
4.413457482,131.7443944,6.4,270.7708,2860,64
3.262926138,149.4270409,6.4,218.1334,2861,64
4.027253594,151.7137177,6.4,281.2124,2862,64
5.166604257,134.1040945,6.4,258.5682,2863,64
3.773286148,118.7524111,6.4,291.7127,2864,64
1.066936038,181.4989933,6.4,298.9396,2865,64
3.102643191,163.3444994,6.4,89.19601,2866,64
1.002183956,195.3607261,6.4,242.8009,2867,64
1.633142683,186.0064364,6.4,661.4196,2868,64
3.115576308,165.553345,6.4,156.3224,2869,64
1.508430825,188.1094682,6.4,325.5844,2870,64
1.957044538,176.7820206,6.4,146.4362,2871,64
1.909653036,178.599972,6.4,120.869,2872,64
1.02324869,195.977268,6.4,298.5533,2873,64
2.589669302,106.663852,6.4,487.2012,2874,64
1.975001345,135.8089641,6.4,353.3482,2875,64
0.921765684,159.8263124,6.4,432.5877,2876,64
3.163559013,119.1704665,6.4,253.6669,2877,64
3.34015776,104.1443984,6.4,478.8921,2878,64
1.598395683,127.0251369,6.4,629.692,2879,64
2.688309726,136.3889505,6.4,309.0803,2880,64
8.57500453,136.8228459,6.4,256.9584,2881,64
1.251730623,160.7778743,6.4,523.1513,2882,64
1.396923785,154.0198773,6.4,386.0611,2883,64
3.196500252,144.3080567,6.4,377.0819,2884,64
3.347606223,121.804728,6.4,363.2759,2885,64
10.5645514,106.7084012,6.4,421.7628,2886,64
2.086100574,136.5807765,6.4,327.6713,2887,64
1.629236828,108.626962,6.4,504.4681,2888,64
1.603879046,187.8394646,6.4,293.7617,2889,64
1.902157354,119.628656,5.8,144.11224,2890,65
1.264565215,121.5718545,5.8,119.6667,2891,65
0.429049665,113.6487546,5.8,343.7977,2892,65
0.877415664,104.8601402,5.8,138.1374,2893,65
0.453933432,91.12322224,5.8,473.4697,2894,65
1.707809233,79.14564526,5.8,99.70285,2895,65
0.875383403,83.38509032,5.8,396.2268,2896,65
0.681118838,196.2388989,5.8,346.684,2897,65
0.624356281,146.3785647,5.8,295.9659,2898,65
1.549130704,130.0921855,5.8,300.8308,2899,65
1.015026547,158.1988098,5.8,146.4362,2900,65
0.625570051,139.5573351,5.8,298.5533,2901,65
0.625651973,137.4612532,5.8,346.2746,2902,65
1.414353608,65.95046767,5.8,399.9957,2903,65
1.670458401,56.75717457,5.8,309.6915,2904,65
4.194172282,47.62825957,5.8,199.3158,2905,65
2.3335404,29.71915202,5.8,486.1633,2906,65
3.298519139,27.25615458,5.8,211.9324,2907,65
1.072901792,34.28422748,5.8,576.5403,2908,65
1.599316114,46.9391896,5.8,459.312,2909,65
1.908091022,51.1157082,5.8,360.4274,2910,65
0.791909841,61.61801843,5.8,443.9416,2911,65
1.182600915,72.38980918,5.8,314.4844,2912,65
4.04154604,54.88159769,5.8,323.0094,2913,65
1.333942653,46.76260724,5.8,369.3285,2914,65
4.465389392,38.75493143,5.8,130.5803,2915,65
1.628208961,34.82159714,5.8,375.2507,2916,65
0.985268506,60.35656428,5.8,529.2412,2917,65
2.343367467,40.13810988,5.8,308.4477,2918,65
3.927558964,32.62891691,5.8,302.2495,2919,65
0.964263109,55.90812434,5.8,662.6323,2920,65
0.868190456,131.5682445,5.8,253.933,2921,65
0.733310242,122.0794663,5.8,321.4917,2922,65
0.739265459,133.2248924,5.8,306.3208,2923,65
0.801143332,74.46054156,5.8,430.6437,2924,65
0.843576642,78.35844709,5.8,298.2384,2925,65
2.078454321,71.72297833,5.8,264.1159,2926,65
0.601491526,105.401576,5.8,540.6636,2927,65
0.437325013,118.4827141,5.8,1044.785,2928,65
0.840106014,101.6180231,5.8,303.7069,2929,65
0.721498144,83.40760569,5.8,455.1924,2930,65
0.783609051,106.0001366,5.8,384.4722,2931,65
1.907861719,99.94727291,5.8,186.1839,2932,65
0.683074108,80.74928195,5.8,420.9702,2933,65
1.188516004,61.69192572,5.8,403.4972,2934,65
2.067179458,83.7990386,5.8,260.7138,2935,65
1.475189063,159.0421539,5.9,243.39799,2936,66
0.893894585,170.2703681,5.9,363.31973,2937,66
2.09383508,161.708062,5.9,206.55794,2938,66
1.246973773,133.7100007,5.9,336.31079,2939,66
1.042174091,151.4935611,5.9,243.66833,2940,66
1.653292165,159.8026289,5.9,248.68715,2941,66
0.763291336,148.9126952,5.9,245.74942,2942,66
1.100785527,169.1712352,5.9,275.56555,2943,66
0.911717289,174.1355937,5.9,215.21594,2944,66
3.128941951,55.90301269,5.9,209.85481,2945,66
1.28020703,77.29106563,5.9,576.61603,2946,66
1.079284298,172.443819,5.9,416.52783,2947,66
0.9342939,174.5685792,5.9,274.86993,2948,66
2.668382491,84.04262611,5.9,228.0233,2949,66
2.788203417,65.717473,5.9,432.8886,2950,66
4.740109279,74.38978986,5.9,274.5092,2951,66
2.709468586,89.36523431,5.9,333.0297,2952,66
3.246222601,109.0730043,5.9,265.5409,2953,66
2.365711556,97.93546978,5.9,420.4355,2954,66
2.883263783,92.2997083,5.9,307.42,2955,66
1.343991814,129.761356,5.9,522.9963,2956,66
0.848020117,155.3466485,5.9,272.6518,2957,66
1.60840829,138.2503875,5.9,203.2111,2958,66
1.47821245,134.6925245,5.9,238.2027,2959,66
2.090482493,119.1918275,5.9,246.7284,2960,66
4.504642057,111.8482033,5.9,274.122,2961,66
1.910821767,132.7300717,5.9,270.7708,2962,66
1.599059984,149.3348031,5.9,218.1334,2963,66
1.700066778,152.7714089,5.9,281.2124,2964,66
2.188193482,136.1039541,5.9,258.5682,2965,66
1.616898642,122.0749764,5.9,291.7127,2966,66
1.549510715,162.53007,5.9,89.19601,2967,66
0.681669837,184.3465745,5.9,661.4196,2968,66
1.52541515,165.3060498,5.9,156.3224,2969,66
1.045357784,176.4320268,5.9,146.4362,2970,66
1.279956286,101.5169825,5.9,487.2012,2971,66
0.46211531,123.0603941,5.9,498.6939,2972,66
1.037550089,131.1373363,5.9,353.3482,2973,66
1.621831006,114.8031719,5.9,253.6669,2974,66
1.906409342,100.3632753,5.9,478.8921,2975,66
0.707036954,124.1399848,5.9,629.692,2976,66
1.346393087,133.2995225,5.9,309.0803,2977,66
4.286194851,132.6645342,5.9,256.9584,2978,66
0.546101768,156.6643657,5.9,523.1513,2979,66
0.622069823,151.5181604,5.9,386.0611,2980,66
1.518350595,142.8429189,5.9,377.0819,2981,66
1.392067593,120.127901,5.9,363.2759,2982,66
4.980612427,104.7268642,5.9,421.7628,2983,66
1.022028328,132.2866291,5.9,327.6713,2984,66
0.672823311,106.7131693,5.9,504.4681,2985,66
1.390845715,146.569881,6.2,243.39799,2986,67
1.57867051,137.13616,6.2,206.55794,2987,67
1.34397966,100.6219525,6.2,336.31079,2988,67
0.8773889,87.60956033,6.2,480.68826,2989,67
1.189214291,118.9749249,6.2,243.66833,2990,67
1.221249254,127.3997456,6.2,248.68715,2991,67
1.276830175,104.8025759,6.2,245.74942,2992,67
1.494400414,128.0623906,6.2,275.56555,2993,67
1.08320503,98.42415079,6.2,209.85481,2994,67
1.297110364,117.0566281,6.2,228.0233,2995,67
1.348961975,90.39168414,6.2,432.8886,2996,67
2.034571988,88.87756005,6.2,274.5092,2997,67
1.107841188,104.1479078,6.2,333.0297,2998,67
2.226655087,113.953186,6.2,265.5409,2999,67
1.777667998,96.92617363,6.2,420.4355,3000,67
2.078637658,86.00591647,6.2,307.42,3001,67
0.955757486,133.9531116,6.2,522.9963,3002,67
1.824406806,135.5875149,6.2,203.2111,3003,67
1.451661477,125.9225705,6.2,238.2027,3004,67
2.391421977,109.4955765,6.2,246.7284,3005,67
3.802567379,94.03953599,6.2,274.122,3006,67
1.675588833,118.3091476,6.2,270.7708,3007,67
1.146069653,141.5843523,6.2,218.1334,3008,67
1.428941068,133.71122,6.2,281.2124,3009,67
1.510258875,111.4439898,6.2,258.5682,3010,67
1.962561555,87.77800173,6.2,291.7127,3011,67
1.496508958,156.1114583,6.2,156.3224,3012,67
0.931982542,132.8866916,6.2,478.8921,3013,67
2.230082594,163.4893344,6.2,256.9584,3014,67
1.586245279,148.6473678,6.2,377.0819,3015,67
1.028663683,131.8925708,6.2,363.2759,3016,67
3.901160095,121.9784587,6.2,421.7628,3017,67
0.840152761,43.96194848,4.9,209.85481,3018,68
0.312906709,71.34954208,4.9,576.61603,3019,68
0.497996952,79.30373214,4.9,228.0233,3020,68
0.739057292,56.99657054,4.9,432.8886,3021,68
1.430756324,67.79837752,4.9,274.5092,3022,68
0.643967472,85.45857201,4.9,333.0297,3023,68
0.683823764,107.7640747,4.9,265.5409,3024,68
0.619033665,88.93476099,4.9,307.42,3025,68
0.90724855,110.9688651,4.9,274.122,3026,68
0.765949601,133.7556274,4.9,256.9584,3027,68
0.941231199,102.8993926,4.9,421.7628,3028,68
0.628420458,105.4616638,5,243.39799,3029,69
0.589589145,112.602386,5,206.55794,3030,69
0.545656756,114.521489,5,248.68715,3031,69
1.145421991,29.93469602,5,209.85481,3032,69
0.615285841,24.2075552,5,576.61603,3033,69
0.431930367,118.0975934,5,416.52783,3034,69
1.517446689,23.60421519,5,228.0233,3035,69
1.458736389,40.710247,5,420.4355,3036,69
2.080268818,40.70831417,5,307.42,3037,69
0.668270876,70.84163772,5,522.9963,3038,69
0.704195055,81.1830188,5,203.2111,3039,69
0.681576784,79.23409493,5,238.2027,3040,69
0.863530527,64.28974249,5,246.7284,3041,69
2.041977207,62.45321265,5,274.122,3042,69
0.876890083,79.48401448,5,270.7708,3043,69
0.825679322,94.05700985,5,218.1334,3044,69
0.73265563,101.3346564,5,281.2124,3045,69
0.890108343,87.75649986,5,258.5682,3046,69
0.568907559,81.93391777,5,291.7127,3047,69
0.438745171,52.59009114,5,487.2012,3048,69
0.499914215,79.20609816,5,353.3482,3049,69
0.735805146,60.61747482,5,253.6669,3050,69
0.725332019,42.25183115,5,478.8921,3051,69
0.549831619,75.69802333,5,309.0803,3052,69
1.642308656,78.40030746,5,256.9584,3053,69
0.665821406,84.90267209,5,377.0819,3054,69
0.775101647,59.60865494,5,363.2759,3055,69
0.504096152,78.5854352,5,327.6713,3056,69
0.379256589,44.4341434,5,504.4681,3057,69
0.504097116,65.2144674,5.1,363.31973,3058,70
1.38644069,58.92019462,5.1,206.55794,3059,70
0.583770875,66.5050016,5.1,336.31079,3060,70
0.889925057,52.36181153,5.1,243.66833,3061,70
1.545505711,47.50286509,5.1,248.68715,3062,70
1.218037231,55.26466634,5.1,127.1408,3063,70
1.257958744,41.10681212,5.1,131.13963,3064,70
0.814867209,50.38926787,5.1,245.74942,3065,70
1.08640169,38.97380974,5.1,228.96497,3066,70
2.352971386,32.93279797,5.1,275.56555,3067,70
1.94847575,23.92371713,5.1,290.70941,3068,70
3.08936482,35.93362336,5.1,185.37057,3069,70
2.381432834,43.03407737,5.1,171.66423,3070,70
2.237541803,23.49495212,5.1,166.97049,3071,70
2.498550685,31.95532083,5.1,255.86218,3072,70
1.091895222,30.79976112,5.1,389.23804,3073,70
1.290276355,56.26816844,5.1,144.11224,3074,70
1.176932812,39.65653474,5.1,165.19353,3075,70
1.102978351,47.67937085,5.1,307.31921,3076,70
1.166997442,44.13491367,5.1,215.21594,3077,70
0.619952367,93.39961505,5.1,274.122,3078,70
0.569684501,83.74943431,5.1,270.7708,3079,70
0.639280442,70.30520587,5.1,281.2124,3080,70
0.714855061,70.28907788,5.1,258.5682,3081,70
0.489018233,77.9818422,5.1,291.7127,3082,70
0.445788252,103.1560069,4.9,243.39799,3083,71
0.596737315,84.87063681,4.9,206.55794,3084,71
0.556482124,48.60415184,4.9,336.31079,3085,71
0.847306741,20.09709208,4.9,480.68826,3086,71
0.460278158,62.64430359,4.9,243.66833,3087,71
0.618330188,69.96894033,4.9,248.68715,3088,71
0.716592168,40.67139877,4.9,245.74942,3089,71
0.596339802,49.56183654,4.9,228.96497,3090,71
0.656575663,64.41063463,4.9,275.56555,3091,71
0.638972131,96.54816962,4.9,274.5092,3092,71
0.494818674,96.32818085,4.9,265.5409,3093,71
0.448596603,82.53781742,4.9,420.4355,3094,71
0.792305503,74.23998047,4.9,307.42,3095,71
0.297754716,108.5263191,4.9,522.9963,3096,71
0.445900463,90.42663544,4.9,238.2027,3097,71
0.580565461,79.03703386,4.9,246.7284,3098,71
1.352976622,63.12201282,4.9,274.122,3099,71
0.488146043,79.6058517,4.9,270.7708,3100,71
0.427945128,86.7337414,4.9,281.2124,3101,71
0.866480906,64.57884654,4.9,258.5682,3102,71
0.658187189,41.18422814,4.9,291.7127,3103,71
0.890190611,113.0446325,4.9,421.7628,3104,71
1.203802787,108.8972456,4.9,243.39799,3105,72
0.544062174,123.5297491,4.9,363.31973,3106,72
1.349914904,116.5181587,4.9,206.55794,3107,72
0.695304663,94.90601952,4.9,336.31079,3108,72
0.584761018,110.7725986,4.9,243.66833,3109,72
1.01460908,118.6594948,4.9,248.68715,3110,72
0.458315781,115.8809059,4.9,245.74942,3111,72
0.806091842,132.8126941,4.9,275.56555,3112,72
0.588388083,132.279821,4.9,215.21594,3113,72
0.652947001,26.19833579,4.9,209.85481,3114,72
0.506753778,20.49767286,4.9,576.61603,3115,72
0.475249347,119.3455539,4.9,416.52783,3116,72
0.426435993,121.3218435,4.9,274.86993,3117,72
0.398419504,148.7414912,4.9,264.42551,3118,72
1.367518393,21.98178949,4.9,228.0233,3119,72
1.851772362,13.61472596,4.9,432.8886,3120,72
3.419190241,19.61169099,4.9,274.5092,3121,72
2.039213453,28.04494169,4.9,333.0297,3122,72
1.768105275,51.71821955,4.9,265.5409,3123,72
1.42089353,44.53155348,4.9,420.4355,3124,72
1.746160747,44.689376,4.9,307.42,3125,72
0.795881766,73.5679781,4.9,522.9963,3126,72
0.469356607,101.3151014,4.9,272.6518,3127,72
1.485299134,84.28928939,4.9,203.2111,3128,72
1.320523361,82.75829929,4.9,238.2027,3129,72
1.227993653,68.09931455,4.9,246.7284,3130,72
2.923462115,66.57900995,4.9,274.122,3131,72
1.622293224,83.299058,4.9,270.7708,3132,72
1.673057639,97.33773897,4.9,218.1334,3133,72
1.249061781,105.1228657,4.9,281.2124,3134,72
1.249968004,91.85851792,4.9,258.5682,3135,72
0.747540191,86.1524619,4.9,291.7127,3136,72
0.236398083,137.1963018,4.9,316.2039,3137,72
1.092737312,109.9952978,4.9,89.19601,3138,72
1.37268405,114.3488949,4.9,156.3224,3139,72
0.808260714,126.220314,4.9,146.4362,3140,72
0.503016317,130.3755762,4.9,120.869,3141,72
0.505709977,78.54440416,4.9,353.3482,3142,72
0.535485861,59.80169133,4.9,253.6669,3143,72
0.783546112,41.54825671,4.9,478.8921,3144,72
0.68795546,76.65518244,4.9,309.0803,3145,72
1.678065031,78.29131337,4.9,256.9584,3146,72
0.849834792,87.31558744,4.9,377.0819,3147,72
0.720328808,61.78820719,4.9,363.2759,3148,72
2.760639168,43.99773749,4.9,421.7628,3149,72
0.470760348,78.33159892,4.9,327.6713,3150,72
0.350956959,46.33415098,4.9,504.4681,3151,72
0.560831012,119.4589588,4.8,243.39799,3152,73
0.608050555,118.3071858,4.8,206.55794,3153,73
0.68491998,49.74170316,4.8,209.85481,3154,73
0.268989827,64.80610075,4.8,576.61603,3155,73
0.532757214,64.9673703,4.8,228.0233,3156,73
1.068902985,37.83248115,4.8,432.8886,3157,73
2.072759726,37.38567334,4.8,274.5092,3158,73
0.863634802,54.9383099,4.8,333.0297,3159,73
1.493399675,71.31128077,4.8,265.5409,3160,73
1.249379788,54.71084509,4.8,420.4355,3161,73
1.404541817,45.27079254,4.8,307.42,3162,73
0.457116794,94.68208375,4.8,522.9963,3163,73
0.788813622,100.6307105,4.8,203.2111,3164,73
0.643655233,93.77699385,4.8,238.2027,3165,73
1.334669508,75.62761284,4.8,246.7284,3166,73
1.865895653,64.12670094,4.8,274.122,3167,73
0.822098763,89.27411679,4.8,270.7708,3168,73
0.529433711,110.1199306,4.8,281.2124,3169,73
0.647925993,89.87700481,4.8,258.5682,3170,73
0.67676872,72.58142421,4.8,291.7127,3171,73
0.37599862,100.4391815,4.8,253.6669,3172,73
0.484021918,82.34168539,4.8,478.8921,3173,73
0.389798798,109.8717271,4.8,309.0803,3174,73
0.948376868,116.2215937,4.8,256.9584,3175,73
0.807406899,110.2805071,4.8,377.0819,3176,73
0.520388472,88.38002084,4.8,363.2759,3177,73
1.520443581,74.63431701,4.8,421.7628,3178,73
2.251963816,102.5942929,5.4,243.39799,3179,74
1.263146761,112.1671509,5.4,363.31973,3180,74
1.748979352,104.201612,5.4,206.55794,3181,74
1.163901572,82.68522828,5.4,336.31079,3182,74
0.942937577,96.36551403,5.4,243.66833,3183,74
1.46119941,103.4892124,5.4,248.68715,3184,74
0.688894,122.2703221,5.4,127.1408,3185,74
0.542415648,117.6170099,5.4,131.13963,3186,74
0.804879436,98.63377031,5.4,245.74942,3187,74
0.587100073,108.9146828,5.4,228.96497,3188,74
0.953641907,114.2172481,5.4,275.56555,3189,74
0.663766076,116.3218481,5.4,215.21594,3190,74
1.30171699,77.90335737,5.4,209.85481,3191,74
0.844327261,75.63211515,5.4,576.61603,3192,74
0.537510847,142.148245,5.4,584.48499,3193,74
0.578362405,162.8780598,5.4,477.51245,3194,74
0.747874059,151.3517013,5.4,394.61996,3195,74
0.611288169,177.112847,5.4,351.03799,3196,74
1.307089647,129.3635174,5.4,416.52783,3197,74
1.162293929,115.1394654,5.4,278.27405,3198,74
1.231769612,127.5602684,5.4,274.86993,3199,74
0.430289506,166.5470258,5.4,410.40256,3200,74
1.599687707,71.54771705,5.4,228.0233,3201,74
1.630980135,63.833688,5.4,432.8886,3202,74
4.01758656,58.5615373,5.4,274.5092,3203,74
2.759866529,60.54188268,5.4,333.0297,3204,74
3.585092498,66.18432809,5.4,265.5409,3205,74
2.19641336,58.59382516,5.4,420.4355,3206,74
3.79985851,56.86334424,5.4,307.42,3207,74
1.436846695,81.67760182,5.4,522.9963,3208,74
0.957422599,103.7856817,5.4,272.6518,3209,74
1.824695892,86.24818744,5.4,203.2111,3210,74
1.695423116,81.54300244,5.4,238.2027,3211,74
2.369369702,69.38752029,5.4,246.7284,3212,74
4.255040402,65.15598526,5.4,274.122,3213,74
2.223812652,79.20099292,5.4,270.7708,3214,74
1.791559736,94.66953459,5.4,218.1334,3215,74
2.062107839,96.09576288,5.4,281.2124,3216,74
2.15518505,82.33637206,5.4,258.5682,3217,74
1.758522477,75.84889742,5.4,291.7127,3218,74
1.345283501,108.3710874,5.4,89.19601,3219,74
0.887367387,151.8563438,5.4,259.5523,3220,74
0.444159514,141.1595605,5.4,242.8009,3221,74
0.453848614,158.350195,5.4,821.5139,3222,74
0.758555724,131.3388232,5.4,661.4196,3223,74
1.451657028,109.2523041,5.4,156.3224,3224,74
0.713841673,131.2193934,5.4,325.5844,3225,74
0.804922431,120.8901097,5.4,120.869,3226,74
0.725416519,92.78339198,5.4,487.2012,3227,74
1.406736385,107.2470023,5.4,353.3482,3228,74
1.047085675,93.32648565,5.4,253.6669,3229,74
1.321887104,80.0502035,5.4,478.8921,3230,74
0.66932239,87.92088262,5.4,629.692,3231,74
1.303684605,96.02976729,5.4,309.0803,3232,74
3.324370151,103.8357294,5.4,256.9584,3233,74
0.67451461,122.1442002,5.4,523.1513,3234,74
0.713468524,106.6920907,5.4,386.0611,3235,74
1.680235908,94.02778094,5.4,377.0819,3236,74
1.99434066,77.8109294,5.4,363.2759,3237,74
5.27959189,70.061345,5.4,421.7628,3238,74
1.024071952,104.7197864,5.4,327.6713,3239,74
0.828953978,70.75269076,5.4,504.4681,3240,74
0.76697576,107.2960181,5.2,243.39799,3241,75
0.678609945,114.1266005,5.2,206.55794,3242,75
0.50957508,91.50265608,5.2,336.31079,3243,75
0.614247646,115.777579,5.2,248.68715,3244,75
0.984043304,27.45378097,5.2,209.85481,3245,75
0.737196958,24.38885966,5.2,576.61603,3246,75
0.369659929,137.4048457,5.2,394.61996,3247,75
0.547171241,120.3193347,5.2,416.52783,3248,75
0.423118148,121.8283546,5.2,274.86993,3249,75
0.421317092,149.6803126,5.2,264.42551,3250,75
1.507609964,24.72003281,5.2,228.0233,3251,75
2.599758061,11.05491861,5.2,432.8886,3252,75
3.937798089,15.869079,5.2,274.5092,3253,75
2.096602611,26.6769032,5.2,333.0297,3254,75
1.581129738,50.31524512,5.2,265.5409,3255,75
1.262517542,41.75545353,5.2,420.4355,3256,75
1.791433248,41.0979751,5.2,307.42,3257,75
0.685195848,72.82808389,5.2,522.9963,3258,75
0.844693175,83.09326344,5.2,203.2111,3259,75
0.802372852,80.94491703,5.2,238.2027,3260,75
0.98491271,65.70350335,5.2,246.7284,3261,75
2.091417368,63.31179846,5.2,274.122,3262,75
1.082522856,80.98725549,5.2,270.7708,3263,75
0.974938092,95.93607764,5.2,218.1334,3264,75
0.845441838,102.9399823,5.2,281.2124,3265,75
0.868435641,88.955195,5.2,258.5682,3266,75
0.676252064,82.4315563,5.2,291.7127,3267,75
0.943117151,109.1465419,5.2,89.19601,3268,75
0.880026257,113.0882665,5.2,156.3224,3269,75
0.563535649,53.84991981,5.2,487.2012,3270,75
0.648978724,81.0932424,5.2,353.3482,3271,75
0.865924177,62.40620106,5.2,253.6669,3272,75
0.884136365,43.95189094,5.2,478.8921,3273,75
0.759250922,77.82612554,5.2,309.0803,3274,75
2.310158945,80.40345851,5.2,256.9584,3275,75
0.330312376,105.6095817,5.2,523.1513,3276,75
0.778386421,86.99837017,5.2,377.0819,3277,75
0.757478449,61.64241907,5.2,363.2759,3278,75
2.527115664,44.12120446,5.2,421.7628,3279,75
0.594490269,80.56133138,5.2,327.6713,3280,75
0.431498482,46.386185,5.2,504.4681,3281,75
2.738725404,92.33140138,5.8,243.39799,3282,76
1.785403762,87.24114332,5.8,363.31973,3283,76
3.378056909,74.15231198,5.8,206.55794,3284,76
2.991069605,40.59530445,5.8,336.31079,3285,76
4.62341711,13.38804144,5.8,480.68826,3286,76
3.206962802,52.83539978,5.8,243.66833,3287,76
3.615236245,59.55512141,5.8,248.68715,3288,76
2.167511392,87.82866174,5.8,127.1408,3289,76
2.146820379,71.6311649,5.8,131.13963,3290,76
4.137549738,31.48710798,5.8,245.74942,3291,76
3.577780161,39.48698749,5.8,228.96497,3292,76
4.270359212,53.66541871,5.8,275.56555,3293,76
1.623983447,63.24987659,5.8,290.70941,3294,76
3.634607344,79.92161848,5.8,185.37057,3295,76
2.854917197,94.71250493,5.8,171.66423,3296,76
2.480939823,65.37191165,5.8,166.97049,3297,76
2.065749498,86.37747689,5.8,255.86218,3298,76
0.895682744,80.13886695,5.8,389.23804,3299,76
1.287560564,96.51433162,5.8,165.19353,3300,76
1.449978282,102.0984434,5.8,307.31921,3301,76
1.983532455,73.14357192,5.8,215.21594,3302,76
1.035191586,121.7492599,5.8,209.85481,3303,76
0.483560588,124.646258,5.8,576.61603,3304,76
0.398684232,180.8779083,5.8,584.48499,3305,76
1.085832768,117.9523239,5.8,228.0233,3306,76
1.21199223,101.7060088,5.8,432.8886,3307,76
2.570333095,91.09024442,5.8,274.5092,3308,76
1.552874523,94.59711581,5.8,333.0297,3309,76
2.635958867,88.53248266,5.8,265.5409,3310,76
2.358396769,76.102023,5.8,420.4355,3311,76
3.181393913,68.80520836,5.8,307.42,3312,76
1.499649326,99.18130577,5.8,522.9963,3313,76
1.318740341,113.7782247,5.8,272.6518,3314,76
2.313153826,93.56297266,5.8,203.2111,3315,76
2.269185778,81.18320746,5.8,238.2027,3316,76
3.887620805,71.15368434,5.8,246.7284,3317,76
5.300161793,56.58417008,5.8,274.122,3318,76
2.546740141,70.74264174,5.8,270.7708,3319,76
1.56953871,92.91662226,5.8,218.1334,3320,76
2.561773083,76.47696929,5.8,281.2124,3321,76
4.214964127,55.85363319,5.8,258.5682,3322,76
3.869793692,35.02038703,5.8,291.7127,3323,76
1.466927445,106.7563507,5.8,136.088,3324,76
0.922677839,137.9635183,5.8,138.1374,3325,76
2.359132569,110.1540135,5.8,89.19601,3326,76
0.502570387,135.0488776,5.8,661.4196,3327,76
2.481962846,102.7953888,5.8,156.3224,3328,76
0.659734558,124.429408,5.8,325.5844,3329,76
1.617789176,103.0057248,5.8,120.869,3330,76
0.591818517,152.2679406,5.8,353.3482,3331,76
0.715256779,139.8675789,5.8,253.6669,3332,76
1.018584265,126.1461019,5.8,478.8921,3333,76
0.651751642,123.4344103,5.8,629.692,3334,76
1.286090986,130.322999,5.8,309.0803,3335,76
1.999664999,145.5094601,5.8,256.9584,3336,76
2.033285298,110.8455578,5.8,377.0819,3337,76
1.247950113,105.3042314,5.8,363.2759,3338,76
3.007584969,104.9818014,5.8,421.7628,3339,76
0.733906532,147.3067677,5.8,327.6713,3340,76
0.467005713,104.6132219,5.8,504.4681,3341,76
1.059211129,140.0864789,5.8,253.933,3342,76
0.840312843,121.841898,5.8,306.3208,3343,76
0.914413439,90.58192485,5.5,243.39799,3344,77
0.756196559,91.44252501,5.5,363.31973,3345,77
0.874960592,96.0100104,5.5,206.55794,3346,77
0.781824478,103.8375868,5.5,248.68715,3347,77
0.648852911,105.5998143,5.5,171.66423,3348,77
0.707983457,108.0985466,5.5,307.31921,3349,77
0.510704863,131.5940504,5.5,584.48499,3350,77
0.351785779,139.0783894,5.5,477.51245,3351,77
0.548182222,127.0080382,5.5,394.61996,3352,77
1.414698032,105.6382753,5.5,416.52783,3353,77
0.989943893,94.6306086,5.5,278.27405,3354,77
0.623668623,98.96128637,5.5,274.86993,3355,77
0.406074001,106.6788095,5.5,410.40256,3356,77
0.776153439,145.7866701,5.5,274.5092,3357,77
0.811305303,131.9906657,5.5,333.0297,3358,77
0.986056503,115.7790546,5.5,265.5409,3359,77
0.67228725,103.2919087,5.5,522.9963,3360,77
0.520439317,93.09433409,5.5,272.6518,3361,77
0.772828439,97.93727792,5.5,203.2111,3362,77
0.665411406,100.1511271,5.5,238.2027,3363,77
1.004133474,110.1866459,5.5,246.7284,3364,77
1.659068375,119.5689246,5.5,274.122,3365,77
0.807462813,103.0520042,5.5,270.7708,3366,77
0.803828105,93.16620377,5.5,218.1334,3367,77
0.892994478,95.38508393,5.5,281.2124,3368,77
0.810742772,107.1821424,5.5,258.5682,3369,77
0.72265061,94.88769188,5.5,136.088,3370,77
0.356482198,107.9187022,5.5,615.7157,3371,77
0.559006509,116.3181905,5.5,262.0394,3372,77
0.376185047,105.0093779,5.5,458.2165,3373,77
0.762313919,95.29355479,5.5,343.7977,3374,77
0.663959425,100.1951123,5.5,138.1374,3375,77
0.431360736,106.7676251,5.5,473.4697,3376,77
0.600092793,114.6497081,5.5,99.70285,3377,77
0.553035078,111.4121881,5.5,396.2268,3378,77
0.467562492,130.3384993,5.5,295.9659,3379,77
0.408902511,92.91734684,5.5,298.9396,3380,77
1.130620109,99.42808243,5.5,259.5523,3381,77
0.604583144,93.12090477,5.5,242.8009,3382,77
0.360841684,98.27396766,5.5,821.5139,3383,77
0.808043407,90.39811877,5.5,661.4196,3384,77
0.816716491,88.56006348,5.5,156.3224,3385,77
0.781865337,87.93354939,5.5,120.869,3386,77
